Year,Quarter,Date,Ticker
2018,1,2018-03-31,BLK
2018,1,2018-03-31,BLL
2018,1,2018-03-31,BMY
2018,1,2018-03-31,BRK.B
2018,1,2018-03-31,BSX
2018,1,2018-03-31,BWA
2018,1,2018-03-31,BXP
2018,1,2018-03-31,C
2018,1,2018-03-31,CA
2018,1,2018-03-31,CAG
2018,1,2018-03-31,CAH
2018,1,2018-03-31,CAT
2018,1,2018-03-31,CB
2018,1,2018-03-31,CBOE
2018,1,2018-03-31,CBRE
2018,1,2018-03-31,CBS
2018,1,2018-03-31,CCI
2018,1,2018-03-31,CCL
2018,1,2018-03-31,CDNS
2018,1,2018-03-31,CELG
2018,1,2018-03-31,CERN
2018,1,2018-03-31,CF
2018,1,2018-03-31,CFG
2018,1,2018-03-31,CHD
2018,1,2018-03-31,CHRW
2018,1,2018-03-31,CHTR
2018,1,2018-03-31,CI
2018,1,2018-03-31,CINF
2018,1,2018-03-31,CL
2018,1,2018-03-31,CLX
2018,1,2018-03-31,CMA
2018,1,2018-03-31,CMCSA
2018,1,2018-03-31,CME
2018,1,2018-03-31,CMG
2018,1,2018-03-31,CMI
2018,1,2018-03-31,CMS
2018,1,2018-03-31,CNC
2018,1,2018-03-31,CNP
2018,1,2018-03-31,COF
2018,1,2018-03-31,COG
2018,1,2018-03-31,COL
2018,1,2018-03-31,COO
2018,1,2018-03-31,COP
2018,1,2018-03-31,COST
2018,1,2018-03-31,COTY
2018,1,2018-03-31,CPB
2018,1,2018-03-31,CPRI
2018,1,2018-03-31,CRM
2018,1,2018-03-31,CSCO
2018,1,2018-03-31,CSRA
2018,1,2018-03-31,CSX
2018,1,2018-03-31,CTAS
2018,1,2018-03-31,CTL
2018,1,2018-03-31,CTSH
2018,1,2018-03-31,CTXS
2018,1,2018-03-31,CVS
2018,1,2018-03-31,CVX
2018,1,2018-03-31,CXO
2018,1,2018-03-31,D
2018,1,2018-03-31,DAL
2018,1,2018-03-31,DE
2018,1,2018-03-31,DFS
2018,1,2018-03-31,DG
2018,1,2018-03-31,DGX
2018,1,2018-03-31,DHI
2018,1,2018-03-31,DHR
2018,1,2018-03-31,DIS
2018,1,2018-03-31,DISCA
2018,1,2018-03-31,DISCK
2018,1,2018-03-31,DISH
2018,1,2018-03-31,DLR
2018,1,2018-03-31,DLTR
2018,1,2018-03-31,DOV
2018,1,2018-03-31,DRE
2018,1,2018-03-31,DRI
2018,1,2018-03-31,DTE
2018,1,2018-03-31,DUK
2018,1,2018-03-31,DVA
2018,1,2018-03-31,DVN
2018,1,2018-03-31,DWDP
2018,1,2018-03-31,DXC
2018,1,2018-03-31,EA
2018,1,2018-03-31,EBAY
2018,1,2018-03-31,ECL
2018,1,2018-03-31,ED
2018,1,2018-03-31,EFX
2018,1,2018-03-31,EIX
2018,1,2018-03-31,EL
2018,1,2018-03-31,EMN
2018,1,2018-03-31,EMR
2018,1,2018-03-31,EOG
2018,1,2018-03-31,EQIX
2018,1,2018-03-31,EQR
2018,1,2018-03-31,EQT
2018,1,2018-03-31,ES
2018,1,2018-03-31,ESRX
2018,1,2018-03-31,ESS
2018,1,2018-03-31,ETFC
2018,1,2018-03-31,ETN
2018,1,2018-03-31,ETR
2018,1,2018-03-31,EVHC
2018,1,2018-03-31,EW
2018,1,2018-03-31,EXC
2018,1,2018-03-31,EXPD
2018,1,2018-03-31,EXPE
2018,1,2018-03-31,EXR
2018,1,2018-03-31,F
2018,1,2018-03-31,FAST
2018,1,2018-03-31,FB
2018,1,2018-03-31,FBHS
2018,1,2018-03-31,FCX
2018,1,2018-03-31,FDX
2018,1,2018-03-31,FE
2018,1,2018-03-31,FFIV
2018,1,2018-03-31,FIS
2018,1,2018-03-31,FISV
2018,1,2018-03-31,FITB
2018,1,2018-03-31,FL
2018,1,2018-03-31,FLIR
2018,1,2018-03-31,FLR
2018,1,2018-03-31,FLS
2018,1,2018-03-31,FMC
2018,1,2018-03-31,FOX
2018,1,2018-03-31,FOXA
2018,1,2018-03-31,FRT
2018,1,2018-03-31,FTI
2018,1,2018-03-31,FTV
2018,1,2018-03-31,GD
2018,1,2018-03-31,GE
2018,1,2018-03-31,GGP
2018,1,2018-03-31,GILD
2018,1,2018-03-31,GIS
2018,1,2018-03-31,GLW
2018,1,2018-03-31,GM
2018,1,2018-03-31,GOOG
2018,1,2018-03-31,GOOGL
2018,1,2018-03-31,GPC
2018,1,2018-03-31,GPN
2018,1,2018-03-31,GPS
2018,1,2018-03-31,GRMN
2018,1,2018-03-31,GS
2018,1,2018-03-31,GT
2018,1,2018-03-31,GWW
2018,1,2018-03-31,HAL
2018,1,2018-03-31,HAS
2018,1,2018-03-31,HBAN
2018,1,2018-03-31,HBI
2018,1,2018-03-31,HCA
2018,1,2018-03-31,HCP
2018,1,2018-03-31,HD
2018,1,2018-03-31,HES
2018,1,2018-03-31,HIG
2018,1,2018-03-31,HII
2018,1,2018-03-31,HLT
2018,1,2018-03-31,HOG
2018,1,2018-03-31,HOLX
2018,1,2018-03-31,HON
2018,1,2018-03-31,HP
2018,1,2018-03-31,HPE
2018,1,2018-03-31,HPQ
2018,1,2018-03-31,HRB
2018,1,2018-03-31,HRL
2018,1,2018-03-31,HRS
2018,1,2018-03-31,HSIC
2018,1,2018-03-31,HST
2018,1,2018-03-31,HSY
2018,1,2018-03-31,HUM
2018,1,2018-03-31,IBM
2018,1,2018-03-31,ICE
2018,1,2018-03-31,IDXX
2018,1,2018-03-31,IFF
2018,1,2018-03-31,ILMN
2018,1,2018-03-31,INCY
2018,1,2018-03-31,INFO
2018,1,2018-03-31,INTC
2018,1,2018-03-31,INTU
2018,1,2018-03-31,IP
2018,1,2018-03-31,IPG
2018,1,2018-03-31,IPGP
2018,1,2018-03-31,IQV
2018,1,2018-03-31,IR
2018,1,2018-03-31,IRM
2018,1,2018-03-31,ISRG
2018,1,2018-03-31,IT
2018,1,2018-03-31,ITW
2018,1,2018-03-31,IVZ
2018,1,2018-03-31,JBHT
2018,1,2018-03-31,JCI
2018,1,2018-03-31,JEC
2018,1,2018-03-31,JEF
2018,1,2018-03-31,JNJ
2018,1,2018-03-31,JNPR
2018,1,2018-03-31,JPM
2018,1,2018-03-31,JWN
2018,1,2018-03-31,K
2018,1,2018-03-31,KDP
2018,1,2018-03-31,KEY
2018,1,2018-03-31,KHC
2018,1,2018-03-31,KIM
2018,1,2018-03-31,KLAC
2018,1,2018-03-31,KMB
2018,1,2018-03-31,KMI
2018,1,2018-03-31,KMX
2018,1,2018-03-31,KO
2018,1,2018-03-31,KORS
2018,1,2018-03-31,KR
2018,1,2018-03-31,KSS
2018,1,2018-03-31,KSU
2018,1,2018-03-31,L
2018,1,2018-03-31,LB
2018,1,2018-03-31,LEG
2018,1,2018-03-31,LEN
2018,1,2018-03-31,LH
2018,1,2018-03-31,LKQ
2018,1,2018-03-31,LLL
2018,1,2018-03-31,LLY
2018,1,2018-03-31,LMT
2018,1,2018-03-31,LNC
2018,1,2018-03-31,LNT
2018,1,2018-03-31,LOW
2018,1,2018-03-31,LRCX
2018,1,2018-03-31,LUV
2018,1,2018-03-31,LYB
2018,1,2018-03-31,M
2018,1,2018-03-31,MA
2018,1,2018-03-31,MAA
2018,1,2018-03-31,MAC
2018,1,2018-03-31,MAR
2018,1,2018-03-31,MAS
2018,1,2018-03-31,MAT
2018,1,2018-03-31,MCD
2018,1,2018-03-31,MCHP
2018,1,2018-03-31,MCK
2018,1,2018-03-31,MCO
2018,1,2018-03-31,MDLZ
2018,1,2018-03-31,MDT
2018,1,2018-03-31,MET
2018,1,2018-03-31,MGM
2018,1,2018-03-31,MHK
2018,1,2018-03-31,MKC
2018,1,2018-03-31,MLM
2018,1,2018-03-31,MMC
2018,1,2018-03-31,MMM
2018,1,2018-03-31,MNST
2018,1,2018-03-31,MO
2018,1,2018-03-31,MON
2018,1,2018-03-31,MOS
2018,1,2018-03-31,MPC
2018,1,2018-03-31,MRK
2018,1,2018-03-31,MRO
2018,1,2018-03-31,MS
2018,1,2018-03-31,MSFT
2018,1,2018-03-31,MSI
2018,1,2018-03-31,MTB
2018,1,2018-03-31,MTD
2018,1,2018-03-31,MU
2018,1,2018-03-31,MYL
2018,1,2018-03-31,NAVI
2018,1,2018-03-31,NBL
2018,1,2018-03-31,NCLH
2018,1,2018-03-31,NDAQ
2018,1,2018-03-31,NEE
2018,1,2018-03-31,NEM
2018,1,2018-03-31,NFLX
2018,1,2018-03-31,NFX
2018,1,2018-03-31,NI
2018,1,2018-03-31,NKE
2018,1,2018-03-31,NKTR
2018,1,2018-03-31,NLSN
2018,1,2018-03-31,NOC
2018,1,2018-03-31,NOV
2018,1,2018-03-31,NRG
2018,1,2018-03-31,NSC
2018,1,2018-03-31,NTAP
2018,1,2018-03-31,NTRS
2018,1,2018-03-31,NUE
2018,1,2018-03-31,NVDA
2018,1,2018-03-31,NWL
2018,1,2018-03-31,NWS
2018,1,2018-03-31,NWSA
2018,1,2018-03-31,O
2018,1,2018-03-31,OKE
2018,1,2018-03-31,OMC
2018,1,2018-03-31,ORCL
2018,1,2018-03-31,ORLY
2018,1,2018-03-31,OXY
2018,1,2018-03-31,PAYX
2018,1,2018-03-31,PBCT
2018,1,2018-03-31,PCAR
2018,1,2018-03-31,PCG
2018,1,2018-03-31,PEG
2018,1,2018-03-31,PEP
2018,1,2018-03-31,PFE
2018,1,2018-03-31,PFG
2018,1,2018-03-31,PG
2018,1,2018-03-31,PGR
2018,1,2018-03-31,PH
2018,1,2018-03-31,PHM
2018,1,2018-03-31,PKG
2018,1,2018-03-31,PKI
2018,1,2018-03-31,PLD
2018,1,2018-03-31,PM
2018,1,2018-03-31,PNC
2018,1,2018-03-31,PNR
2018,1,2018-03-31,PNW
2018,1,2018-03-31,PPG
2018,1,2018-03-31,PPL
2018,1,2018-03-31,PRGO
2018,1,2018-03-31,PRU
2018,1,2018-03-31,PSA
2018,1,2018-03-31,PSX
2018,1,2018-03-31,PVH
2018,1,2018-03-31,PWR
2018,1,2018-03-31,PX
2018,1,2018-03-31,PXD
2018,1,2018-03-31,PYPL
2018,1,2018-03-31,QCOM
2018,1,2018-03-31,QRVO
2018,1,2018-03-31,RCL
2018,1,2018-03-31,RE
2018,1,2018-03-31,REG
2018,1,2018-03-31,REGN
2018,1,2018-03-31,RF
2018,1,2018-03-31,RHI
2018,1,2018-03-31,RHT
2018,1,2018-03-31,RJF
2018,1,2018-03-31,RL
2018,1,2018-03-31,RMD
2018,1,2018-03-31,ROK
2018,1,2018-03-31,ROP
2018,1,2018-03-31,ROST
2018,1,2018-03-31,RRC
2018,1,2018-03-31,RSG
2018,1,2018-03-31,RTN
2018,1,2018-03-31,SBAC
2018,1,2018-03-31,SBUX
2018,1,2018-03-31,SCG
2018,1,2018-03-31,SCHW
2018,1,2018-03-31,SEE
2018,1,2018-03-31,SHW
2018,1,2018-03-31,SIVB
2018,1,2018-03-31,SJM
2018,1,2018-03-31,SLB
2018,1,2018-03-31,SLG
2018,1,2018-03-31,SNA
2018,1,2018-03-31,SNPS
2018,1,2018-03-31,SO
2018,1,2018-03-31,SPG
2018,1,2018-03-31,SPGI
2018,1,2018-03-31,SRCL
2018,1,2018-03-31,SRE
2018,1,2018-03-31,STI
2018,1,2018-03-31,STT
2018,1,2018-03-31,STX
2018,1,2018-03-31,STZ
2018,1,2018-03-31,SWK
2018,1,2018-03-31,SWKS
2018,1,2018-03-31,SYF
2018,1,2018-03-31,SYK
2018,1,2018-03-31,SYMC
2018,1,2018-03-31,SYY
2018,1,2018-03-31,T
2018,1,2018-03-31,TAP
2018,1,2018-03-31,TDG
2018,1,2018-03-31,TEL
2018,1,2018-03-31,TGT
2018,1,2018-03-31,TIF
2018,1,2018-03-31,TJX
2018,1,2018-03-31,TMK
2018,1,2018-03-31,TMO
2018,1,2018-03-31,TPR
2018,1,2018-03-31,TRIP
2018,1,2018-03-31,TROW
2018,1,2018-03-31,TRV
2018,1,2018-03-31,TSCO
2018,1,2018-03-31,TSN
2018,1,2018-03-31,TSS
2018,1,2018-03-31,TTWO
2018,1,2018-03-31,TWX
2018,1,2018-03-31,TXN
2018,1,2018-03-31,TXT
2018,1,2018-03-31,UA
2018,1,2018-03-31,UAA
2018,1,2018-03-31,UAL
2018,1,2018-03-31,UDR
2018,1,2018-03-31,UHS
2018,1,2018-03-31,ULTA
2018,1,2018-03-31,UNH
2018,1,2018-03-31,UNM
2018,1,2018-03-31,UNP
2018,1,2018-03-31,UPS
2018,1,2018-03-31,URI
2018,1,2018-03-31,USB
2018,1,2018-03-31,UTX
2018,1,2018-03-31,V
2018,1,2018-03-31,VAR
2018,1,2018-03-31,VFC
2018,1,2018-03-31,VIAB
2018,1,2018-03-31,VLO
2018,1,2018-03-31,VMC
2018,1,2018-03-31,VNO
2018,1,2018-03-31,VRSK
2018,1,2018-03-31,VRSN
2018,1,2018-03-31,VRTX
2018,1,2018-03-31,VTR
2018,1,2018-03-31,VZ
2018,1,2018-03-31,WAT
2018,1,2018-03-31,WBA
2018,1,2018-03-31,WDC
2018,1,2018-03-31,WEC
2018,1,2018-03-31,WELL
2018,1,2018-03-31,WFC
2018,1,2018-03-31,WHR
2018,1,2018-03-31,WLTW
2018,1,2018-03-31,WM
2018,1,2018-03-31,WMB
2018,1,2018-03-31,WMT
2018,1,2018-03-31,WRK
2018,1,2018-03-31,WU
2018,1,2018-03-31,WY
2018,1,2018-03-31,WYND
2018,1,2018-03-31,WYNN
2018,1,2018-03-31,XEC
2018,1,2018-03-31,XEL
2018,1,2018-03-31,XL
2018,1,2018-03-31,XLNX
2018,1,2018-03-31,XOM
2018,1,2018-03-31,XRAY
2018,1,2018-03-31,XRX
2018,1,2018-03-31,XYL
2018,1,2018-03-31,YUM
2018,1,2018-03-31,ZBH
2018,1,2018-03-31,ZION
2018,1,2018-03-31,ZTS
2018,2,2018-06-30,A
2018,2,2018-06-30,AAL
2018,2,2018-06-30,AAP
2018,2,2018-06-30,AAPL
2018,2,2018-06-30,ABBV
2018,2,2018-06-30,ABC
2018,2,2018-06-30,ABMD
2018,2,2018-06-30,ABT
2018,2,2018-06-30,ACN
2018,2,2018-06-30,ADBE
2018,2,2018-06-30,ADI
2018,2,2018-06-30,ADM
2018,2,2018-06-30,ADP
2018,2,2018-06-30,ADS
2018,2,2018-06-30,ADSK
2018,2,2018-06-30,AEE
2018,2,2018-06-30,AEP
2018,2,2018-06-30,AES
2018,2,2018-06-30,AET
2018,2,2018-06-30,AFL
2018,2,2018-06-30,AGN
2018,2,2018-06-30,AIG
2018,2,2018-06-30,AIV
2018,2,2018-06-30,AIZ
2018,2,2018-06-30,AJG
2018,2,2018-06-30,AKAM
2018,2,2018-06-30,ALB
2018,2,2018-06-30,ALGN
2018,2,2018-06-30,ALK
2018,2,2018-06-30,ALL
2018,2,2018-06-30,ALLE
2018,2,2018-06-30,ALXN
2018,2,2018-06-30,AMAT
2018,2,2018-06-30,AMD
2018,2,2018-06-30,AME
2018,2,2018-06-30,AMG
2018,2,2018-06-30,AMGN
2018,2,2018-06-30,AMP
2018,2,2018-06-30,AMT
2018,2,2018-06-30,AMZN
2018,2,2018-06-30,ANDV
2018,2,2018-06-30,ANSS
2018,2,2018-06-30,ANTM
2018,2,2018-06-30,AON
2018,2,2018-06-30,AOS
2018,2,2018-06-30,APA
2018,2,2018-06-30,APC
2018,2,2018-06-30,APD
2018,2,2018-06-30,APH
2018,2,2018-06-30,APTV
2018,2,2018-06-30,ARE
2018,2,2018-06-30,ARNC
2018,2,2018-06-30,ATVI
2018,2,2018-06-30,AVB
2018,2,2018-06-30,AVGO
2018,2,2018-06-30,AVY
2018,2,2018-06-30,AWK
2018,2,2018-06-30,AXP
2018,2,2018-06-30,AZO
2018,2,2018-06-30,BA
2018,2,2018-06-30,BAC
2018,2,2018-06-30,BAX
2018,2,2018-06-30,BBT
2018,2,2018-06-30,BBY
2018,2,2018-06-30,BDX
2018,2,2018-06-30,BEN
2018,2,2018-06-30,BF.B
2018,2,2018-06-30,BHF
2018,2,2018-06-30,BHGE
2018,2,2018-06-30,BIIB
2018,2,2018-06-30,BK
2018,2,2018-06-30,BKNG
2018,2,2018-06-30,BLK
2018,2,2018-06-30,BLL
2018,2,2018-06-30,BMY
2018,2,2018-06-30,BR
2018,2,2018-06-30,BRK.B
2018,2,2018-06-30,BSX
2018,2,2018-06-30,BWA
2018,2,2018-06-30,BXP
2018,2,2018-06-30,C
2018,2,2018-06-30,CA
2018,2,2018-06-30,CAG
2018,2,2018-06-30,CAH
2018,2,2018-06-30,CAT
2018,2,2018-06-30,CB
2018,2,2018-06-30,CBOE
2018,2,2018-06-30,CBRE
2018,2,2018-06-30,CBS
2018,2,2018-06-30,CCI
2018,2,2018-06-30,CCL
2018,2,2018-06-30,CDNS
2018,2,2018-06-30,CELG
2018,2,2018-06-30,CERN
2018,2,2018-06-30,CF
2018,2,2018-06-30,CFG
2018,2,2018-06-30,CHD
2018,2,2018-06-30,CHRW
2018,2,2018-06-30,CHTR
2018,2,2018-06-30,CI
2018,2,2018-06-30,CINF
2018,2,2018-06-30,CL
2018,2,2018-06-30,CLX
2018,2,2018-06-30,CMA
2018,2,2018-06-30,CMCSA
2018,2,2018-06-30,CME
2018,2,2018-06-30,CMG
2018,2,2018-06-30,CMI
2018,2,2018-06-30,CMS
2018,2,2018-06-30,CNC
2018,2,2018-06-30,CNP
2018,2,2018-06-30,COF
2018,2,2018-06-30,COG
2018,2,2018-06-30,COL
2018,2,2018-06-30,COO
2018,2,2018-06-30,COP
2018,2,2018-06-30,COST
2018,2,2018-06-30,COTY
2018,2,2018-06-30,CPB
2018,2,2018-06-30,CPRI
2018,2,2018-06-30,CRM
2018,2,2018-06-30,CSCO
2018,2,2018-06-30,CSX
2018,2,2018-06-30,CTAS
2018,2,2018-06-30,CTL
2018,2,2018-06-30,CTSH
2018,2,2018-06-30,CTXS
2018,2,2018-06-30,CVS
2018,2,2018-06-30,CVX
2018,2,2018-06-30,CXO
2018,2,2018-06-30,D
2018,2,2018-06-30,DAL
2018,2,2018-06-30,DE
2018,2,2018-06-30,DFS
2018,2,2018-06-30,DG
2018,2,2018-06-30,DGX
2018,2,2018-06-30,DHI
2018,2,2018-06-30,DHR
2018,2,2018-06-30,DIS
2018,2,2018-06-30,DISCA
2018,2,2018-06-30,DISCK
2018,2,2018-06-30,DISH
2018,2,2018-06-30,DLR
2018,2,2018-06-30,DLTR
2018,2,2018-06-30,DOV
2018,2,2018-06-30,DRE
2018,2,2018-06-30,DRI
2018,2,2018-06-30,DTE
2018,2,2018-06-30,DUK
2018,2,2018-06-30,DVA
2018,2,2018-06-30,DVN
2018,2,2018-06-30,DWDP
2018,2,2018-06-30,DXC
2018,2,2018-06-30,EA
2018,2,2018-06-30,EBAY
2018,2,2018-06-30,ECL
2018,2,2018-06-30,ED
2018,2,2018-06-30,EFX
2018,2,2018-06-30,EIX
2018,2,2018-06-30,EL
2018,2,2018-06-30,EMN
2018,2,2018-06-30,EMR
2018,2,2018-06-30,EOG
2018,2,2018-06-30,EQIX
2018,2,2018-06-30,EQR
2018,2,2018-06-30,EQT
2018,2,2018-06-30,ES
2018,2,2018-06-30,ESRX
2018,2,2018-06-30,ESS
2018,2,2018-06-30,ETFC
2018,2,2018-06-30,ETN
2018,2,2018-06-30,ETR
2018,2,2018-06-30,EVHC
2018,2,2018-06-30,EVRG
2018,2,2018-06-30,EW
2018,2,2018-06-30,EXC
2018,2,2018-06-30,EXPD
2018,2,2018-06-30,EXPE
2018,2,2018-06-30,EXR
2018,2,2018-06-30,F
2018,2,2018-06-30,FAST
2018,2,2018-06-30,FB
2018,2,2018-06-30,FBHS
2018,2,2018-06-30,FCX
2018,2,2018-06-30,FDX
2018,2,2018-06-30,FE
2018,2,2018-06-30,FFIV
2018,2,2018-06-30,FIS
2018,2,2018-06-30,FISV
2018,2,2018-06-30,FITB
2018,2,2018-06-30,FL
2018,2,2018-06-30,FLIR
2018,2,2018-06-30,FLR
2018,2,2018-06-30,FLS
2018,2,2018-06-30,FLT
2018,2,2018-06-30,FMC
2018,2,2018-06-30,FOX
2018,2,2018-06-30,FOXA
2018,2,2018-06-30,FRT
2018,2,2018-06-30,FTI
2018,2,2018-06-30,FTV
2018,2,2018-06-30,GD
2018,2,2018-06-30,GE
2018,2,2018-06-30,GGP
2018,2,2018-06-30,GILD
2018,2,2018-06-30,GIS
2018,2,2018-06-30,GLW
2018,2,2018-06-30,GM
2018,2,2018-06-30,GOOG
2018,2,2018-06-30,GOOGL
2018,2,2018-06-30,GPC
2018,2,2018-06-30,GPN
2018,2,2018-06-30,GPS
2018,2,2018-06-30,GRMN
2018,2,2018-06-30,GS
2018,2,2018-06-30,GT
2018,2,2018-06-30,GWW
2018,2,2018-06-30,HAL
2018,2,2018-06-30,HAS
2018,2,2018-06-30,HBAN
2018,2,2018-06-30,HBI
2018,2,2018-06-30,HCA
2018,2,2018-06-30,HCP
2018,2,2018-06-30,HD
2018,2,2018-06-30,HES
2018,2,2018-06-30,HFC
2018,2,2018-06-30,HIG
2018,2,2018-06-30,HII
2018,2,2018-06-30,HLT
2018,2,2018-06-30,HOG
2018,2,2018-06-30,HOLX
2018,2,2018-06-30,HON
2018,2,2018-06-30,HP
2018,2,2018-06-30,HPE
2018,2,2018-06-30,HPQ
2018,2,2018-06-30,HRB
2018,2,2018-06-30,HRL
2018,2,2018-06-30,HRS
2018,2,2018-06-30,HSIC
2018,2,2018-06-30,HST
2018,2,2018-06-30,HSY
2018,2,2018-06-30,HUM
2018,2,2018-06-30,IBM
2018,2,2018-06-30,ICE
2018,2,2018-06-30,IDXX
2018,2,2018-06-30,IFF
2018,2,2018-06-30,ILMN
2018,2,2018-06-30,INCY
2018,2,2018-06-30,INFO
2018,2,2018-06-30,INTC
2018,2,2018-06-30,INTU
2018,2,2018-06-30,IP
2018,2,2018-06-30,IPG
2018,2,2018-06-30,IPGP
2018,2,2018-06-30,IQV
2018,2,2018-06-30,IR
2018,2,2018-06-30,IRM
2018,2,2018-06-30,ISRG
2018,2,2018-06-30,IT
2018,2,2018-06-30,ITW
2018,2,2018-06-30,IVZ
2018,2,2018-06-30,JBHT
2018,2,2018-06-30,JCI
2018,2,2018-06-30,JEC
2018,2,2018-06-30,JEF
2018,2,2018-06-30,JNJ
2018,2,2018-06-30,JNPR
2018,2,2018-06-30,JPM
2018,2,2018-06-30,JWN
2018,2,2018-06-30,K
2018,2,2018-06-30,KDP
2018,2,2018-06-30,KEY
2018,2,2018-06-30,KHC
2018,2,2018-06-30,KIM
2018,2,2018-06-30,KLAC
2018,2,2018-06-30,KMB
2018,2,2018-06-30,KMI
2018,2,2018-06-30,KMX
2018,2,2018-06-30,KO
2018,2,2018-06-30,KORS
2018,2,2018-06-30,KR
2018,2,2018-06-30,KSS
2018,2,2018-06-30,KSU
2018,2,2018-06-30,L
2018,2,2018-06-30,LB
2018,2,2018-06-30,LEG
2018,2,2018-06-30,LEN
2018,2,2018-06-30,LH
2018,2,2018-06-30,LKQ
2018,2,2018-06-30,LLL
2018,2,2018-06-30,LLY
2018,2,2018-06-30,LMT
2018,2,2018-06-30,LNC
2018,2,2018-06-30,LNT
2018,2,2018-06-30,LOW
2018,2,2018-06-30,LRCX
2018,2,2018-06-30,LUV
2018,2,2018-06-30,LYB
2018,2,2018-06-30,M
2018,2,2018-06-30,MA
2018,2,2018-06-30,MAA
2018,2,2018-06-30,MAC
2018,2,2018-06-30,MAR
2018,2,2018-06-30,MAS
2018,2,2018-06-30,MAT
2018,2,2018-06-30,MCD
2018,2,2018-06-30,MCHP
2018,2,2018-06-30,MCK
2018,2,2018-06-30,MCO
2018,2,2018-06-30,MDLZ
2018,2,2018-06-30,MDT
2018,2,2018-06-30,MET
2018,2,2018-06-30,MGM
2018,2,2018-06-30,MHK
2018,2,2018-06-30,MKC
2018,2,2018-06-30,MLM
2018,2,2018-06-30,MMC
2018,2,2018-06-30,MMM
2018,2,2018-06-30,MNST
2018,2,2018-06-30,MO
2018,2,2018-06-30,MOS
2018,2,2018-06-30,MPC
2018,2,2018-06-30,MRK
2018,2,2018-06-30,MRO
2018,2,2018-06-30,MS
2018,2,2018-06-30,MSCI
2018,2,2018-06-30,MSFT
2018,2,2018-06-30,MSI
2018,2,2018-06-30,MTB
2018,2,2018-06-30,MTD
2018,2,2018-06-30,MU
2018,2,2018-06-30,MYL
2018,2,2018-06-30,NBL
2018,2,2018-06-30,NCLH
2018,2,2018-06-30,NDAQ
2018,2,2018-06-30,NEE
2018,2,2018-06-30,NEM
2018,2,2018-06-30,NFLX
2018,2,2018-06-30,NFX
2018,2,2018-06-30,NI
2018,2,2018-06-30,NKE
2018,2,2018-06-30,NKTR
2018,2,2018-06-30,NLSN
2018,2,2018-06-30,NOC
2018,2,2018-06-30,NOV
2018,2,2018-06-30,NRG
2018,2,2018-06-30,NSC
2018,2,2018-06-30,NTAP
2018,2,2018-06-30,NTRS
2018,2,2018-06-30,NUE
2018,2,2018-06-30,NVDA
2018,2,2018-06-30,NWL
2018,2,2018-06-30,NWS
2018,2,2018-06-30,NWSA
2018,2,2018-06-30,O
2018,2,2018-06-30,OKE
2018,2,2018-06-30,OMC
2018,2,2018-06-30,ORCL
2018,2,2018-06-30,ORLY
2018,2,2018-06-30,OXY
2018,2,2018-06-30,PAYX
2018,2,2018-06-30,PBCT
2018,2,2018-06-30,PCAR
2018,2,2018-06-30,PCG
2018,2,2018-06-30,PEG
2018,2,2018-06-30,PEP
2018,2,2018-06-30,PFE
2018,2,2018-06-30,PFG
2018,2,2018-06-30,PG
2018,2,2018-06-30,PGR
2018,2,2018-06-30,PH
2018,2,2018-06-30,PHM
2018,2,2018-06-30,PKG
2018,2,2018-06-30,PKI
2018,2,2018-06-30,PLD
2018,2,2018-06-30,PM
2018,2,2018-06-30,PNC
2018,2,2018-06-30,PNR
2018,2,2018-06-30,PNW
2018,2,2018-06-30,PPG
2018,2,2018-06-30,PPL
2018,2,2018-06-30,PRGO
2018,2,2018-06-30,PRU
2018,2,2018-06-30,PSA
2018,2,2018-06-30,PSX
2018,2,2018-06-30,PVH
2018,2,2018-06-30,PWR
2018,2,2018-06-30,PX
2018,2,2018-06-30,PXD
2018,2,2018-06-30,PYPL
2018,2,2018-06-30,QCOM
2018,2,2018-06-30,QRVO
2018,2,2018-06-30,RCL
2018,2,2018-06-30,RE
2018,2,2018-06-30,REG
2018,2,2018-06-30,REGN
2018,2,2018-06-30,RF
2018,2,2018-06-30,RHI
2018,2,2018-06-30,RHT
2018,2,2018-06-30,RJF
2018,2,2018-06-30,RL
2018,2,2018-06-30,RMD
2018,2,2018-06-30,ROK
2018,2,2018-06-30,ROP
2018,2,2018-06-30,ROST
2018,2,2018-06-30,RSG
2018,2,2018-06-30,RTN
2018,2,2018-06-30,SBAC
2018,2,2018-06-30,SBUX
2018,2,2018-06-30,SCG
2018,2,2018-06-30,SCHW
2018,2,2018-06-30,SEE
2018,2,2018-06-30,SHW
2018,2,2018-06-30,SIVB
2018,2,2018-06-30,SJM
2018,2,2018-06-30,SLB
2018,2,2018-06-30,SLG
2018,2,2018-06-30,SNA
2018,2,2018-06-30,SNPS
2018,2,2018-06-30,SO
2018,2,2018-06-30,SPG
2018,2,2018-06-30,SPGI
2018,2,2018-06-30,SRCL
2018,2,2018-06-30,SRE
2018,2,2018-06-30,STI
2018,2,2018-06-30,STT
2018,2,2018-06-30,STX
2018,2,2018-06-30,STZ
2018,2,2018-06-30,SWK
2018,2,2018-06-30,SWKS
2018,2,2018-06-30,SYF
2018,2,2018-06-30,SYK
2018,2,2018-06-30,SYMC
2018,2,2018-06-30,SYY
2018,2,2018-06-30,T
2018,2,2018-06-30,TAP
2018,2,2018-06-30,TDG
2018,2,2018-06-30,TEL
